Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
2004,Lund_00850,Estate,Building,Palace,Mansion,Landmark,Property,Architecture,Château,Sky,House,Lundagérd,@ Lars Welin, Jul 2017
2011,Lund_01182,Building,Chapel,Property,Landmark,Church,Architecture,Place of worship,Parish,House,Brick,North cemetery,6 IR DL, Jul 2016
2012,Lund_01123,Estate,Palace,Mansion,Building,Property,Official residence,Stately home,Château,Manor house,House,Lundagérd,I\ SRV, Jul 2017
2013,Lund_01032,Estate,Building,Mansion,Property,Palace,Landmark,House,Sky,Architecture,Stately home,[T T o1 T 1T,A Abdo Fadl, Jul 2017
2021,Lund_00134,Holy places,Byzantine architecture,Architecture,Basilica,Place of worship,Building,Landmark,Church,Chapel,Medieval architecture,Ll e,@ Ismo Kelokaski, Jul 2016
2026,Lund_01160,Sky,Landmark,Cloud,Town,Property,Architecture,Public space,Building,Estate,Tree,Lundagérd,NG R G, Jul 2017
2033,Lund_03109,Natural landscape,Field,Tree,Road,Sky,Grass,Crop,Rural area,Shrub,Plant,N[ AT T T,L Bengt Jiirs, Jul 2014
2035,Lund_00653,Estate,Property,Building,House,Mansion,Architecture,Tree,Grass,Palace,Château,Botanical Garden,Botanical Garden, Jul 2016
2036,Lund_01355,Garden,Botanical garden,Lawn,Sky,Natural landscape,Botany,Wilderness,Grass,Shrub,Plant,Botanical Garden,l\i’ Stana Minincic, Jul 2017
2041,Lund_01406,Building,Landmark,Architecture,Property,Medieval architecture,Stately home,Tree,Château,Steeple,Church,Lund Cathedral,A ' Anna Ostrowska, Jul 2018
2043,Lund_00932,Architecture,Building,Landmark,Town,Church,City,Facade,Medieval architecture,Cathedral,Tree,Lundagérd,I\ IEELEI VLT, Jul 2017
2045,Lund_02884,Estate,Property,Garden,Building,House,Botany,Mansion,Tree,Sky,Architecture,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2049,Lund_01889,Architecture,Building,Landmark,Property,Town,Facade,House,Urban area,Arch,City,Akademiska Forenin,6 Ales Stursa, Jul 2012
2056,Lund_01210,Building,Architecture,Medieval architecture,Landmark,Place of worship,Church,Facade,Chapel,Cathedral,Sky,Lundagérd,I\ ) Stana Minincic, Jul 2017
2058,Lund_01696,Building,Landmark,Medieval architecture,Architecture,Classical architecture,Facade,Historic site,Cathedral,Place of worship,Byzantine architecture,Lund Cathedral,Martin Saralegi-A, Jul 2017
2061,Lund_01856,Classical architecture,Architecture,Landmark,Building,Facade,City,House,Courthouse,Monument,Mansion,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
2065,Lund_00498,Château,Building,Estate,Property,Palace,Mansion,Manor house,House,College,Architecture,Bantorget -,L. -, Jul 2017
2066,Lund_00388,Building,Landmark,Palace,Mansion,Estate,Official residence,Architecture,Stately home,Presidential palace,College,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
2071,Lund_00982,Building,Palace,Estate,Landmark,Mansion,Architecture,House,Official residence,Château,Sky,Lundagérd 8,@ PP\, Jul 2016
2083,Lund_00380,Building,Landmark,Mansion,Estate,Palace,Architecture,Official residence,Stately home,Classical architecture,Presidential palace,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
2091,Lund_02283,Pasture,Grassland,Natural environment,Natural landscape,Meadow,Grass,Nature reserve,Grazing,Land lot,Rural area,N[ AT T T,i\ Bengt Jiirs, Jul 2014
2096,Lund_00297,Building,Landmark,Architecture,Sky,City,Church,Tower,Place of worship,Facade,Cathedral,Lund Cathedral,Alexander Williar, Jul 2015
2104,Lund_01203,Classical architecture,Building,Architecture,Landmark,Facade,Palace,Official residence,House,Mansion,Estate,Lundagérd 9,@ DLCI@L T, Jul 2017
2107,Lund_00568,Landmark,Architecture,Sky,Town,Public space,Water,Building,City,Town square,Iron,Lundagérd 9,ﬂ»«;‘ B, Jul 2018
2108,Lund_02125,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2112,Lund_03072,Natural landscape,Vegetation,Nature,Grassland,Natural environment,Sky,Land lot,Cloud,Nature reserve,Plain,Klosteréngshojden,:E‘J Fredrik Sjéberg, Jul 2016
2122,Lund_01918,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2123,Lund_00943,Building,Landmark,Property,Palace,Mansion,Architecture,Estate,House,Official residence,Presidential palace,Lundagérd o,M M Wrotniak, Jul 2016
2125,Lund_02675,Cycling,Waterway,Bicycle,Vehicle,River,Water resources,Canal,Bank,Mountain bike,Grass,Killbybadet G,a‘ Prashant Bari, Jul 2017
2128,Lund_02259,Body of water,Water,Nature,Vegetation,Water resources,Riparian zone,Watercourse,River,Natural landscape,Bank,Rinnebick Gorge 2,¢ LEIE RN, Jul 2018
2134,Lund_00293,Landmark,Architecture,Building,Sky,Classical architecture,Medieval architecture,Place of worship,Church,Cathedral,Historic site,Lundagérd 9,= Norbert Derbl, Jul 2018
2141,Lund_01105,Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,City,Cityscape,Metropolis,Human settlement,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
2146,Lund_01302,Estate,Property,Garden,Building,House,Botany,Mansion,Tree,Sky,Architecture,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2175,Lund_01516,Landmark,Building,Medieval architecture,Castle,Wall,Historic site,Architecture,Château,Tree,Estate,Lundagérd 8,@ Merlin Blyth, Jul 2017
2176,Lund_01913,Landmark,Sky,Steeple,Architecture,Town,Tree,Building,City,Church,Urban area,Lund Cathedral,\$ Mandana Raghet, Jul 2018
2179,Lund_02071,Estate,Building,Palace,Mansion,Official residence,Property,Landmark,Stately home,Château,Presidential palace,Lundagérd 9,Cahit Bigki, Jul 2017
2182,Lund_00353,Building,Landmark,Architecture,Property,Stately home,Estate,Medieval architecture,Château,Palace,Historic house,Lundagérd,@ Juca Felix Galino, Jul 2016
2185,Lund_00970,Estate,Property,Building,Grass,House,Tree,Architecture,Mansion,Lawn,Manor house,University Library,I\ SRV, Jul 2017
2187,Lund_01949,Property,Cottage,House,Farmhouse,Building,Real estate,Home,Land lot,Villa,Yard,Kulturen,llona Haufe, Jul 2017
2196,Lund_00526,Landmark,Estate,Mansion,Building,Property,Architecture,Official residence,Palace,House,Presidential palace,LG T T,@ EEICL Y, Jul 2016
2200,Lund_01919,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2203,Lund_02686,Land vehicle,Vehicle,Car,Parking,Transport,Parking lot,Architecture,City,Building,Family car,,, Jul 2017 I
2206,Lund_01528,Natural landscape,Property,House,Waterway,Estate,Cottage,Water,Building,Bank,Watercourse,Botanical Garden,",{t Matthias Lauer", Jul 2017
2207,Lund_00299,Building,Landmark,Architecture,Estate,Medieval architecture,Church,Place of worship,Tree,Historic site,Abbey,Lund Cathedral,&) otof Petrén Olau, Jul 2017
2210,Lund_00673,Building,Landmark,Mansion,Estate,Palace,Architecture,Stately home,Official residence,Presidential palace,Plaza,"Light place, nice aro",‘; LEGENETELET, Jul 2016
2213,Lund_00641,Building,Mansion,Estate,Palace,Property,Architecture,House,Sky,Classical architecture,Official residence,Lundagérd 9,% Jozef Adrian, Jul 2017
2217,Lund_00830,Building,Mansion,Architecture,Landmark,Estate,Palace,Sky,Tree,House,Château,Lundagérd 8,G T4, Jul 2017
2219,Lund_01778,Landmark,Architecture,Building,City,Medieval architecture,Metropolitan area,Facade,Sky,Place of worship,Cathedral,Lund Cathedral :,Albin Wilander, Jul 2016
2220,Lund_00374,Estate,Building,Mansion,Palace,Property,Stately home,Landmark,Official residence,Château,Architecture,Lundagérd 9,K @ Klaus Helms, Jul 2017
2244,Lund_02429,Lawn,Grassland,Grass,Sport venue,Land lot,Green,Natural landscape,Tree,Meadow,Sky,! 3 Oliver Jannessor,! 3 Oliver Jannessor, Jul 2017
2250,Lund_02064,Sky,Property,Landmark,Building,House,Mansion,Estate,Architecture,Cloud,Tree,Lundagérd 9,9 Rudi Hayen, Jul 2014
2254,Lund_00866,Garden,Botanical garden,Natural landscape,Lawn,Botany,Shrub,Plant,Landscaping,Estate,Grass,Botanical Garden,IM> Miklos Szakacs, Jul 2016
2256,Lund_00484,Landmark,Building,Architecture,City,Tower,Town,Metropolitan area,Urban area,Facade,Sky,Domkyrkoplatsen,a Mattias Nord, Jul 2016
2261,Lund_00010,Medieval architecture,Architecture,Building,Landmark,Place of worship,Cathedral,Gothic architecture,Church,Facade,Historic site,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
2264,Lund_03161,Nature,Water,Vegetation,River,Water resources,Natural environment,Watercourse,Waterway,Wilderness,Tree,Rinnebick Gorge 2,¢ LEIE RN, Jul 2018
2277,Lund_01846,Landmark,Architecture,Building,Mansion,Sky,Water,Tree,Estate,City,House,Lundagérd 8,G T4, Jul 2017
2304,Lund_01941,Urban area,Metropolitan area,City,Sky,Town,Human settlement,Cityscape,Photography,Building,Cloud,Elite Hotel Ideon,Renard Kutrzeba, Jul 2016
2338,Lund_01867,Architecture,Building,Landmark,Sky,Cathedral,Medieval architecture,Gothic architecture,Place of worship,City,Facade,[T T o1 T 1T,Travel to, Jul 2017
2339,Lund_01973,Building,Property,Architecture,House,Landmark,Town,Home,Real estate,Sky,Facade,Herrehuset,@ BN PN R, Jul 2017
2340,Lund_02629,House,Property,Home,Sky,Building,Architecture,Residential area,Siding,Cloud,Roof,L LT ST G,e Travel to, Jul 2017
2341,Lund_00843,Building,Landmark,Architecture,City,Town,Property,Human settlement,Public space,Estate,Urban area,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
2345,Lund_00777,Transport,Architecture,Landmark,Building,Mode of transport,Town,Vehicle,City,Facade,Tourism,Lundagérd 9,= Norbert Derbl, Jul 2018
2351,Lund_01775,Property,House,Building,Estate,Architecture,Home,Manor house,Almshouse,Historic house,Roof,Kulturen,@ DLCI@L T, Jul 2017
2364,Lund_00220,Landmark,Building,Sky,Architecture,Property,Mansion,Palace,House,Classical architecture,Estate,Lundagérd,T Terese Larsson E, Jul 2018
2376,Lund_01621,Vehicle,Car,Transport,Luxury vehicle,Building,Architecture,Real estate,Full-size car,Family car,Mid-size car,Nova,E29|x} 0kS0|0F, Jul 2017
2378,Lund_02240,Sky,Transport,Cloud,Town,Architecture,Road,Urban area,Building,City,Asphalt,Leja Rental Service,9 Travel to, Jul 2017
2385,Lund_00137,Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,Neighbourhood,City,Urban design,Human settlement,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
2403,Lund_02011,Estate,Building,Mansion,Water,Botany,House,Garden,Architecture,Tree,Sky,Lundagérd,l\‘ IEELEI VLT, Jul 2017
2406,Lund_01295,Landmark,Architecture,Building,City,Town,Sky,Human settlement,Public space,Facade,Town square,Kulturen,Rashid almalkh z, Jul 2018
2408,Lund_00304,Building,Château,Property,Estate,Landmark,Architecture,Stately home,Manor house,Tree,Sky,University Library,Michael Karnerfc, Jul 2018
2410,Lund_00476,Building,Estate,Mansion,Landmark,Property,Palace,Stately home,Château,Architecture,Official residence,[T T VT,A ' Anna Ostrowska, Jul 2018
2420,Lund_01418,Garden,Botanical garden,Botany,Park,Landscaping,Grass,Tree,Lawn,Estate,Sky,Lundagérd,Darina Buhcheva, Jul 2017
2423,Lund_03101,Sport venue,Grass,Fence,Stadium,Tree,Race track,Sky,Lawn,Road,Thoroughfare,Linero IP 8,o Travel to, Jul 2017 I
2426,Lund_01323,Landmark,Architecture,Sky,Building,Town,City,Urban area,Medieval architecture,Tower,Steeple,Lund C,( ;‘ Freetec Shen, Jul 2016
2428,Lund_02457,Vehicle,Car,Urban area,Building,Architecture,Facade,Real estate,Mid-size car,Street,Neighbourhood,Fitness24Seven,e Travel to, Jul 2017
2432,Lund_00251,Landmark,Palace,Building,Estate,Architecture,Public space,City,Human settlement,Mansion,Sky,Lundagérd 9,6 JAE SRR, Jul 2012
2437,Lund_02420,Building,Architecture,Transport,Facade,City,House,Mixed-use,,,,Lunds stadsbibliotek,\ ) Torben Clausen, Jul 2017
2438,Lund_00915,Building,Estate,Property,Mansion,Palace,Official residence,Architecture,Stately home,House,Manor house,Lundagérd,@ Juca Felix Galino, Jul 2016
2440,Lund_01655,Building,Arch,House,Architecture,Chapel,Estate,Real estate,Brick,Place of worship,Home,Botanical Garden,f} sasan fallahi, Jul 2016
2442,Lund_00585,Landmark,Architecture,Building,Sky,Church,Town,Place of worship,Steeple,Medieval architecture,City,Lundagérd ¢,(OFLE, Jul 2018
2445,Lund_00804,Landmark,Sky,Palace,Building,Architecture,Mansion,Estate,City,Tree,House,Lundagérd 9,@ T4, Jul 2017
2454,Lund_01644,Landmark,Architecture,Medieval architecture,Building,Sky,Place of worship,Cathedral,Classical architecture,Gothic architecture,Spire,Lund Cathedral,Sascha Bleuler, Jul 2018
2459,Lund_00571,Landmark,Building,Architecture,Medieval architecture,Town,City,Human settlement,Facade,Classical architecture,Cathedral,Lund Cathedral,c’} Robert Jacobsen, Jul 2017
2461,Lund_00499,Château,Building,Estate,Property,Palace,Mansion,Manor house,House,College,Architecture,Bantorget -,L. -, Jul 2017
2468,Lund_01082,Aerial photography,Urban area,Metropolitan area,Residential area,Bird's-eye view,Suburb,City,Urban design,Neighbourhood,Human settlement,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
2470,Lund_02168,Body of water,Water,Nature,Water resources,Pond,River,Lake,Bank,Natural environment,Waterway,Stadsparken 3,Erik Nilsson, Jul 2017
2477,Lund_00723,Building,Landmark,Architecture,City,Property,Town,Human settlement,Stately home,Estate,Urban area,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
2481,Lund_01038,Tree,Building,Architecture,Steeple,Spire,Grass,Park,Plant,Estate,Château,Lundagérd,"C"":} Leszek A Gasien", Jul 2017
2490,Lund_01352,Building,Architecture,Landmark,Medieval architecture,Facade,Classical architecture,Arch,Cathedral,Church,Place of worship,Lundagérd,Suman Vummad, Jul 2017
2493,Lund_01187,Classical architecture,Building,Architecture,Landmark,Facade,Palace,Mansion,Official residence,House,Estate,Lundagérd 9,@ DLCI@L T, Jul 2017
2500,Lund_02296,Building,Chapel,Church,Property,Roof,Parish,Place of worship,Architecture,Medieval architecture,Almshouse,[l e R ],[l e R ], Jul 2015
2504,Lund_01325,Steeple,Building,Church,Landmark,Spire,Place of worship,Parish,Architecture,Chapel,Tower,ﬁ BN PN R,ﬁ BN PN R, Jul 2017
2508,Lund_01128,Building,Town,Architecture,Public space,City,Human settlement,House,Plaza,Facade,Downtown,Underground Street |,Underground Street |, Jul 2017
2513,Lund_02607,Architecture,Building,Sky,Water,Estate,Tree,House,Cloud,River,Mansion,Lundagérd 9,-@ PN, Jul 2018
2515,Lund_00666,Estate,Building,Mansion,Property,Palace,Official residence,Château,Stately home,Manor house,House,Lundagérd 9,[ ETTY il [1:1-1q3, Jul 2012
2523,Lund_02267,Sky,Nature,Water,Reflection,Water resources,Natural environment,Lake,Morning,Horizon,Air sports,Rabysjon och Raby s,Joakim Erlandss, Jul 2017
2526,Lund_01757,Estate,Property,Mansion,Garden,House,Building,Grass,Home,Botany,Stately home,University Square,6 IR DL, Jul 2016
2531,Lund_00412,Building,Landmark,Architecture,Property,House,Estate,Mansion,Courthouse,Palace,Historic house,Stiftelsen Sankt Tho,6 IR DL, Jul 2015
2547,Lund_02189,Body of water,Water resources,Natural landscape,Riparian zone,Stream,Nature,Bank,Watercourse,Waterway,Water,Rinnebick Gorge 2,C Cathrin Jung, Jul 2016
2558,Lund_01141,Building,Classical architecture,Landmark,Architecture,Facade,Palace,House,City,Château,Tourist attraction,[T T o1 T T T,A  Abdo Fadl, Jul 2017
2568,Lund_00291,Landmark,Architecture,Medieval architecture,Classical architecture,Building,Sky,Place of worship,Cathedral,Gothic architecture,Church,Lundagérd,f@ Maricela Christe, Jul 2017
2571,Lund_01529,Landmark,Garden,Tree,Botany,Sky,Architecture,Building,Tourism,Botanical garden,Estate,Lundagérd 9,@ T4, Jul 2017
2573,Lund_02484,Field,Farm,Land lot,Natural landscape,Crop,Agriculture,Grassland,Grass,Rural area,Grass family,Nobbel6vs mosse,L 1T T, Jul 2014
2580,Lund_00597,Estate,Mansion,Building,Property,Palace,Official residence,Landmark,Stately home,House,Manor house,Lundagérd,qls Amanda Brundin, Jul 2016
2585,Lund_02205,Sky,Grass,Natural landscape,Bench,Cloud,Park,Lawn,Walkway,Furniture,Leisure,Oliver Jannessor,Oliver Jannessor, Jul 2017
2590,Lund_02473,Public space,Recreation,Playground,Grass,Park,House,Outdoor play equipment,Landscape,Play,Leisure,Rostréttsgatan lekpl:,L) Leka Lekplats, Jul 2017
2594,Lund_00018,Landmark,Estate,Building,Mansion,Architecture,Palace,Sky,Stately home,Classical architecture,House,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
2597,Lund_00436,Landmark,Architecture,Building,Tree,Estate,Sky,Château,Stately home,City,Grass,Lundagérd,"C"":} Leszek A Gasien", Jul 2017
2600,Lund_02065,Water,Botanical garden,Botany,Tree,Garden,Fountain,Pond,Reflecting pool,Park,Architecture,Lundagérd,f@ Maricela Christe, Jul 2017
2601,Lund_00025,Holy places,Building,Chapel,Aisle,Place of worship,Architecture,Church,Basilica,Cathedral,Arch,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
2610,Lund_01438,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Mansion,City,Château,Lundagérd 9,@ DLCI@L T, Jul 2017
2611,Lund_02751,Playground,Outdoor play equipment,Public space,Swing,Human settlement,City,Leisure,Tree,Recreation,Park,Per Johan's Park pla,K Karl Wittenmark, Jul 2017
2612,Lund_01755,Building,Property,Architecture,Town,Estate,House,Facade,Almshouse,Manor house,Home,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
2617,Lund_00608,Building,Landmark,Mansion,Palace,Estate,Architecture,Official residence,Stately home,House,Presidential palace,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
2628,Lund_02183,Natural landscape,Vegetation,Nature reserve,Pasture,Grassland,Land lot,Natural environment,Grass,Biome,Meadow,Rinnebick Gorge,Rhian Corbett-Co, Jul 2017
2632,Lund_00853,Garden,Natural landscape,Botanical garden,Lawn,Yard,Plant,Shrub,Groundcover,Flower,Landscaping,Botanic gardens at I,® From a Google U, Jul 2016
2639,Lund_02289,Natural landscape,Sky,Field,Road,Morning,Rural area,Dirt road,Trail,Grass,Horizon,N[ AT T T,i\ Bengt Jiirs, Jul 2014
2645,Lund_00990,Medieval architecture,Building,Landmark,Town,Church,Architecture,Wall,Steeple,Place of worship,Tree,Lundagérd,"C"":} Leszek A Gasien", Jul 2017
2647,Lund_03165,House,Property,Residential area,Home,Building,Architecture,Real estate,Roof,Estate,Facade,Klostergérdens IP,M  Minghua Zhang, Jul 2017
2648,Lund_01303,Estate,Property,Garden,Building,House,Botany,Mansion,Tree,Sky,Architecture,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2650,Lund_02307,Natural landscape,Freshwater marsh,Natural environment,Marsh,Nature reserve,Vegetation,Fen,Wetland,Bank,Salt marsh,Nobbelovs mosse,M Maria Tracz, Jul 2017
2660,Lund_02452,Fountain,Water,Water resources,Water feature,Pond,Leisure,Park,Fun,Tree,Reservoir,Coop Klostergarden,’ ‘f Magnus Erkenfel, Jul 2017
2673,Lund_02423,Landmark,Architecture,Building,Town,Tree,City,Estate,House,Facade,Monument,Lundagérd 8,a Katherine M., Jul 2017
2674,Lund_00823,Landmark,Architecture,Building,Estate,Water,Stately home,Mansion,Palace,Reflecting pool,Villa,Lundagérd,I ERER T, Jul 2018
2693,Lund_00176,Sky,Property,Town,Road,Estate,Cloud,Residential area,Tree,Building,Thoroughfare,,, Jul 2017
2699,Lund_00520,Estate,Building,Property,Mansion,Palace,Stately home,Manor house,House,Architecture,Château,Lundagérd 8,' Lars Skough, Jul 2017
2700,Lund_02214,Body of water,Water resources,Stream,Riparian zone,Water,Nature,Watercourse,Creek,Stream bed,Arroyo,Rinnebick Gorge 2,LCIECHIRENT, Jul 2018
2703,Lund_00944,Building,Landmark,Estate,Architecture,Mansion,Stately home,Palace,Classical architecture,Tree,House,[T T VT,A ' Anna Ostrowska, Jul 2018
2707,Lund_02275,Public space,Urban design,Residential area,Garden,Landscape,Grass,Landscaping,Tree,Campus,Architecture,Lund Ostanvig ¢,ya) yaCh, Jul 2017
2715,Lund_02129,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2716,Lund_03174,Natural landscape,Natural environment,Water,Nature reserve,Bank,River,Waterway,Water resources,Floodplain,Tree,N[ AT T T,i\ Bengt Jiirs, Jul 2014
2731,Lund_00864,Landmark,Classical architecture,Architecture,Building,Medieval architecture,Place of worship,Sky,Cathedral,Facade,Church,Lund Cathedral ¢,Py ), Jul 2016
2737,Lund_00964,Water,Fountain,Landmark,Tree,Sky,Botany,Architecture,Garden,Water feature,Botanical garden,Lundagérd,@ Jeanette Lidbom, Jul 2018
2744,Lund_01800,Landmark,Classical architecture,Architecture,Building,Facade,City,Palace,Tourist attraction,Monument,Presidential palace,Kulturen,";9"" RN R R", Jul 2018
2749,Lund_01211,Building,Estate,Property,Mansion,Landmark,Palace,Architecture,House,Sky,Stately home,[T T o1 T 1T,A Abdo Fadl, Jul 2017
2763,Lund_02223,Building,Transport,Vehicle,Gas,Gasoline,Filling station,Car,Fuel,Signage,Facade,Richard Bjuhr,Richard Bjuhr, Jul 2017
2764,Lund_02355,Shack,House,Building,Rural area,Shed,Log cabin,Grass,Tree,Cottage,Hut,N[ AT T T,L Bengt Jiirs, Jul 2014
2766,Lund_01024,Garden,Botanical garden,Flower,Plant,Natural landscape,Shrub,Grass,Botany,Yard,Spring,Botanical Garden,S Silvia Bacher, Jul 2017
2767,Lund_01004,Architecture,Building,Landmark,Classical architecture,Medieval architecture,Gothic architecture,Sky,Cathedral,Facade,Place of worship,Lundagérd,D David @rholm Jel, Jul 2017
2771,Lund_01207,Estate,Château,Mansion,Building,Palace,Property,Stately home,Manor house,House,Castle,Lundagérd 9,Fred Tjgnngy, Jul 2017
2772,Lund_02534,Sky,Cloud,Natural landscape,Nature,Tree,Vegetation,Daytime,Cumulus,Natural environment,Grass,Fredentorps Begravr,"¢ ;’&"" (o S W NV", Jul 2016
2778,Lund_00004,Building,Landmark,Palace,Architecture,Mansion,Official residence,Estate,Presidential palace,Classical architecture,Tourism,6 JAE SRR,6 JAE SRR, Jul 2012
2781,Lund_00358,Tree,Building,Estate,Grass,Sky,Architecture,Château,Stately home,Park,City,Lundagérd,@ Juca Felix Galino, Jul 2016
2783,Lund_01313,Wall,Castle,Property,Architecture,Building,Fortification,Historic site,History,Tree,Ruins,Lundagérd,Anne Liff Poulse!, Jul 2018
2791,Lund_02144,Garden,Botanical garden,Lawn,Natural landscape,Groundcover,Botany,Plant,Shrub,Landscape,Yard,Botanical Garden,@ Sten Olsson, Jul 2017
2805,Lund_00722,Building,Landmark,Mansion,Estate,Palace,Architecture,Stately home,Official residence,Presidential palace,Plaza,[TV T,‘; LEGENETELET, Jul 2016
